gsm	title	series_id	source_name_ch1	characteristics_ch1	treatment_protocol_ch1	extract_protocol_ch1	description	supplementary_file	relevant	tissue	cell_type	disease
GSM1274965	liver-rep44	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560080_R02C01		0			
GSM1274966	liver-rep45	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560100_R03C02		0			
GSM1274967	liver-rep46	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560116_R06C02		0			
GSM1274968	liver-rep47	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560119_R02C02		0			
GSM1274969	liver-rep48	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560119_R06C01		0			
GSM1274970	liver-rep49	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560128_R03C01		0			
GSM1274971	liver-rep50	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578030_R01C02		0			
GSM1274972	liver-rep51	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578030_R03C02		0			
GSM1274973	liver-rep52	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578072_R02C01		0			
GSM1274974	liver-rep53	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578083_R04C02		0			
GSM1274975	liver-rep54	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7766130158_R04C02		0			
GSM1274976	liver-rep55	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246043_R04C01		0			
GSM1274977	liver-rep56	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246068_R01C02		0			
GSM1274978	liver-rep57	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246071_R02C02		0			
GSM1274979	liver-rep58	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246079_R03C01		0			
GSM1274980	liver-rep59	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246115_R02C01		0			
GSM1274981	liver-rep60	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246132_R03C01		0			
GSM1274982	liver-rep61	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246188_R03C02		0			
GSM1274983	liver-rep62	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7973201118_R01C01		0			
GSM1274984	liver-rep63	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942289071_R03C02		0			
GSM1274985	liver-rep64	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942289079_R06C02		0			
GSM1274986	liver-rep65	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942289122_R05C02		0			
GSM1274987	liver-rep66	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942334030_R04C02		0			
GSM1274988	liver-rep67	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942334044_R02C02		0			
GSM1274989	liver-rep68	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942334057_R04C01		0			
GSM1274990	liver-rep69	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942351006_R04C01		0			
GSM1274991	liver-rep70	GSE52731	liver	tissue: liver	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	9247377029_R04C01		0			
GSM1274992	placenta-rep1	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5730053033_R04C01		1	Placenta		Healthy
GSM1274993	placenta-rep2	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5730192014_R02C02		0			
GSM1274994	placenta-rep3	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5730192049_R04C01		0			
GSM1274995	placenta-rep4	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5730416055_R04C01		0			
GSM1274996	placenta-rep5	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5730504011_R06C01		0			
GSM1274997	placenta-rep6	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5771710028_R02C02		0			
GSM1274998	placenta-rep7	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	5771710056_R03C01		0			
GSM1274999	placenta-rep8	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6229025001_R02C01		0			
GSM1275000	placenta-rep9	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6229041115_R02C01		0			
GSM1275001	placenta-rep10	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6229041161_R05C02		0			
GSM1275002	placenta-rep11	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6229050008_R04C01		0			
GSM1275003	placenta-rep12	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6264496030_R05C02		0			
GSM1275004	placenta-rep13	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6264496085_R01C01		0			
GSM1275005	placenta-rep14	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6264496089_R02C02		0			
GSM1275006	placenta-rep15	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6264496097_R02C02		0			
GSM1275007	placenta-rep16	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6264496103_R02C02		0			
GSM1275008	placenta-rep17	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6285609061_R02C02		0			
GSM1275009	placenta-rep18	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6285609074_R04C02		0			
GSM1275010	placenta-rep19	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6285617002_R04C02		0			
GSM1275011	placenta-rep20	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929671017_R02C01		0			
GSM1275012	placenta-rep21	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929671021_R06C02		0			
GSM1275013	placenta-rep22	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929671028_R05C01		0			
GSM1275014	placenta-rep23	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929671068_R05C01		0			
GSM1275015	placenta-rep24	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929671092_R05C01		0			
GSM1275016	placenta-rep25	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929671151_R03C01		0			
GSM1275017	placenta-rep26	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929689036_R02C01		0			
GSM1275018	placenta-rep27	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	6929689117_R04C02		0			
GSM1275019	placenta-rep28	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7497398128_R05C02		0			
GSM1275020	placenta-rep29	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560008_R03C02		0			
GSM1275021	placenta-rep30	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560029_R04C02		0			
GSM1275022	placenta-rep31	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560037_R05C01		0			
GSM1275023	placenta-rep32	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560056_R06C02		0			
GSM1275024	placenta-rep33	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560075_R05C01		0			
GSM1275025	placenta-rep34	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560104_R04C02		0			
GSM1275026	placenta-rep35	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560118_R05C02		0			
GSM1275027	placenta-rep36	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560119_R01C02		0			
GSM1275028	placenta-rep37	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512560131_R04C01		0			
GSM1275029	placenta-rep38	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578020_R04C01		0			
GSM1275030	placenta-rep39	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578021_R06C01		0			
GSM1275031	placenta-rep40	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578023_R04C01		0			
GSM1275032	placenta-rep41	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578030_R02C02		0			
GSM1275033	placenta-rep42	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578069_R06C01		0			
GSM1275034	placenta-rep43	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7512578072_R06C02		0			
GSM1275035	placenta-rep44	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246043_R02C02		0			
GSM1275036	placenta-rep45	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246068_R02C02		0			
GSM1275037	placenta-rep46	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246115_R04C01		0			
GSM1275038	placenta-rep47	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7800246137_R01C02		0			
GSM1275039	placenta-rep48	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	7970368094_R04C02		0			
GSM1275040	placenta-rep49	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942289048_R02C02		0			
GSM1275041	placenta-rep50	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942289104_R04C02		0			
GSM1275042	placenta-rep51	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942289125_R02C01		0			
GSM1275043	placenta-rep52	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942334027_R01C01		0			
GSM1275044	placenta-rep53	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942334046_R03C02		0			
GSM1275045	placenta-rep54	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942334057_R03C02		0			
GSM1275046	placenta-rep55	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	8942351057_R01C02		0			
GSM1275047	placenta-rep56	GSE52731	placenta	tissue: placenta	N/A	genomic DNA was extracted and purified using Qiagen DNeasy Kit according to standard instructions	9247377029_R04C02		0			
